Initial_Year,Initial_Month,Forecast_Year,Foreast_Month,Province_ID,Province_NameTH,Rainfall(mm)
2021,2,2021,2,22,จ.จันทบุรี,76.917964
2021,2,2021,2,23,จ.ตราด,82.68505711
2021,2,2021,2,24,จ.ฉะเชิงเทรา,31.25788315
2021,2,2021,2,25,จ.ปราจีนบุรี,20.8088902
2021,2,2021,2,26,จ.นครนายก,15.53252791
2021,2,2021,2,27,จ.สระแก้ว,38.98273332
2021,2,2021,2,30,จ.นครราชสีมา,11.12101507
2021,2,2021,2,31,จ.บุรีรัมย์,11.7536086
2021,2,2021,2,32,จ.สุรินทร์,4.554818577
2021,2,2021,2,33,จ.ศรีสะเกษ,3.648973401
2021,2,2021,2,34,จ.อุบลราชธานี,1.250723123
2021,2,2021,2,35,จ.ยโสธร,1.121226851
2021,2,2021,2,36,จ.ชัยภูมิ,20.77447976
2021,2,2021,2,37,จ.อำนาจเจริญ,0.993230601
2021,2,2021,2,38,จ.บึงกาฬ,28.08503094
2021,2,2021,2,39,จ.หนองบัวลำภู,46.53184538
2021,2,2021,2,40,จ.ขอนแก่น,12.92413406
2021,2,2021,2,41,จ.อุดรธานี,62.80183932
2021,2,2021,2,42,จ.เลย,41.57470428
2021,2,2021,2,43,จ.หนองคาย,46.28014752
2021,2,2021,2,44,จ.มหาสารคาม,1.930046598
2021,2,2021,2,45,จ.ร้อยเอ็ด,0.746607196
2021,2,2021,2,46,จ.กาฬสินธุ์,4.653817837
2021,2,2021,2,47,จ.สกลนคร,16.91173087
2021,2,2021,2,48,จ.นครพนม,4.109097222
2021,2,2021,2,49,จ.มุกดาหาร,1.10759457
2021,2,2021,2,50,จ.เชียงใหม่,41.08454057
2021,2,2021,2,51,จ.ลำพูน,31.18580459
2021,2,2021,2,52,จ.ลำปาง,28.85542044
2021,2,2021,2,53,จ.อุตรดิตถ์,54.69627992
2021,2,2021,2,54,จ.แพร่,32.99908416
2021,2,2021,2,55,จ.น่าน,32.09462618
2021,2,2021,2,56,จ.พะเยา,32.56369875
2021,2,2021,2,57,จ.เชียงราย,59.57938868
2021,2,2021,2,58,จ.แม่ฮ่องสอน,47.40719182
2021,2,2021,2,60,จ.นครสวรรค์,19.70242881
2021,2,2021,2,61,จ.อุทัยธานี,19.3203803
2021,2,2021,2,62,จ.กำแพงเพชร,46.66269599
2021,2,2021,2,63,จ.ตาก,35.19133487
2021,2,2021,2,64,จ.สุโขทัย,36.631036
2021,2,2021,2,65,จ.พิษณุโลก,65.80060666
2021,2,2021,2,66,จ.พิจิตร,45.79420277
2021,2,2021,2,67,จ.เพชรบูรณ์,40.09806796
2021,2,2021,2,70,จ.ราชบุรี,9.687915513
2021,2,2021,2,71,จ.กาญจนบุรี,6.790680229
2021,2,2021,2,72,จ.สุพรรณบุรี,2.42633576
2021,2,2021,2,73,จ.นครปฐม,5.638546672
2021,2,2021,2,74,จ.สมุทรสาคร,15.1551452
2021,2,2021,2,75,จ.สมุทรสงคราม,11.40089854
2021,2,2021,2,76,จ.เพชรบุรี,27.94368625
2021,2,2021,2,77,จ.ประจวบคีรีขันธ์,44.9182183
2021,2,2021,2,80,จ.นครศรีธรรมราช,92.5553919
2021,2,2021,2,81,จ.กระบี่,19.30549529
2021,2,2021,2,82,จ.พังงา,25.93538027
2021,2,2021,2,83,จ.ภูเก็ต,11.23287332
2021,2,2021,2,84,จ.สุราษฎร์ธานี,60.67323076
2021,2,2021,2,85,จ.ระนอง,42.25371795
2021,2,2021,2,86,จ.ชุมพร,64.50683443
2021,2,2021,2,90,จ.สงขลา,29.46981368
2021,2,2021,2,91,จ.สตูล,15.55332338
2021,2,2021,2,92,จ.ตรัง,17.02090386
2021,2,2021,2,93,จ.พัทลุง,48.16867608
2021,2,2021,2,94,จ.ปัตตานี,10.362312
2021,2,2021,2,95,จ.ยะลา,15.45384974
2021,2,2021,2,96,จ.นราธิวาส,22.56714247
2021,2,2021,3,10,กรุงเทพมหานคร,8.45042782
2021,2,2021,3,11,จ.สมุทรปราการ,12.72645488
2021,2,2021,3,12,จ.นนทบุรี,8.321782371
2021,2,2021,3,13,จ.ปทุมธานี,11.99208202
2021,2,2021,3,14,จ.พระนครศรีอยุธยา,9.303375588
2021,2,2021,3,15,จ.อ่างทอง,6.927481296
2021,2,2021,3,16,จ.ลพบุรี,12.10141178
2021,2,2021,3,17,จ.สิงห์บุรี,13.37047551
2021,2,2021,3,18,จ.ชัยนาท,21.18376248
2021,2,2021,3,19,จ.สระบุรี,16.77333447
2021,2,2021,3,20,จ.ชลบุรี,43.12282896
2021,2,2021,3,21,จ.ระยอง,75.97221899
2021,2,2021,3,22,จ.จันทบุรี,24.443039
2021,2,2021,3,23,จ.ตราด,22.12190436
2021,2,2021,3,24,จ.ฉะเชิงเทรา,39.34284721
2021,2,2021,3,25,จ.ปราจีนบุรี,39.77554417
2021,2,2021,3,26,จ.นครนายก,36.5521261
2021,2,2021,3,27,จ.สระแก้ว,17.92096316
2021,2,2021,3,30,จ.นครราชสีมา,23.34075109
2021,2,2021,3,31,จ.บุรีรัมย์,25.80931915
2021,2,2021,3,32,จ.สุรินทร์,35.24884375
2021,2,2021,3,33,จ.ศรีสะเกษ,30.73048242
2021,2,2021,3,34,จ.อุบลราชธานี,21.91022055
2021,2,2021,3,35,จ.ยโสธร,51.36912036
2021,2,2021,3,36,จ.ชัยภูมิ,53.20026643
2021,2,2021,3,37,จ.อำนาจเจริญ,38.98876721
2021,2,2021,3,38,จ.บึงกาฬ,115.2829914
2021,2,2021,3,39,จ.หนองบัวลำภู,98.74543836
2021,2,2021,3,40,จ.ขอนแก่น,88.67819585
2021,2,2021,3,41,จ.อุดรธานี,124.3449872
2021,2,2021,3,42,จ.เลย,70.83432502
2021,2,2021,3,43,จ.หนองคาย,96.1052897
2021,2,2021,3,44,จ.มหาสารคาม,85.86122424
2021,2,2021,3,45,จ.ร้อยเอ็ด,62.88697761
2021,2,2021,3,46,จ.กาฬสินธุ์,106.1210135
2021,2,2021,3,47,จ.สกลนคร,139.3251382
2021,2,2021,3,48,จ.นครพนม,97.85971586
2021,2,2021,3,49,จ.มุกดาหาร,86.24600927
2021,2,2021,3,50,จ.เชียงใหม่,11.22565174
2021,2,2021,3,51,จ.ลำพูน,26.46967345
2021,2,2021,3,52,จ.ลำปาง,34.14693479
2021,2,2021,3,53,จ.อุตรดิตถ์,24.54396374
2021,2,2021,3,54,จ.แพร่,21.23042991
2021,2,2021,3,55,จ.น่าน,28.3506996
2021,2,2021,3,56,จ.พะเยา,16.01541369
2021,2,2021,3,57,จ.เชียงราย,4.165789103
2021,2,2021,3,58,จ.แม่ฮ่องสอน,4.991066434
2021,2,2021,3,60,จ.นครสวรรค์,17.75942794
2021,2,2021,3,61,จ.อุทัยธานี,15.96076415
2021,2,2021,3,62,จ.กำแพงเพชร,32.54821704
2021,2,2021,3,63,จ.ตาก,12.50993591
2021,2,2021,3,64,จ.สุโขทัย,19.28466291
2021,2,2021,3,65,จ.พิษณุโลก,23.41264387
2021,2,2021,3,66,จ.พิจิตร,13.31439179
2021,2,2021,3,67,จ.เพชรบูรณ์,41.5593528
2021,2,2021,3,70,จ.ราชบุรี,18.18752769
2021,2,2021,3,71,จ.กาญจนบุรี,13.38440334
2021,2,2021,3,72,จ.สุพรรณบุรี,7.698279282
2021,2,2021,3,73,จ.นครปฐม,12.35243152
2021,2,2021,3,74,จ.สมุทรสาคร,11.36531123
2021,2,2021,3,75,จ.สมุทรสงคราม,16.4988696
2021,2,2021,3,76,จ.เพชรบุรี,30.43063643
2021,2,2021,3,77,จ.ประจวบคีรีขันธ์,27.13842087
2021,2,2021,3,80,จ.นครศรีธรรมราช,3.828730591
2021,2,2021,3,81,จ.กระบี่,7.282045565
2021,2,2021,3,82,จ.พังงา,33.4900179
2021,2,2021,3,83,จ.ภูเก็ต,19.15626697
2021,2,2021,3,84,จ.สุราษฎร์ธานี,5.743735592
2021,2,2021,3,85,จ.ระนอง,12.19453621
2021,2,2021,3,86,จ.ชุมพร,21.3177259
2021,2,2021,3,90,จ.สงขลา,18.57448761
2021,2,2021,3,91,จ.สตูล,77.77819307
2021,2,2021,3,92,จ.ตรัง,27.25977271
2021,2,2021,3,93,จ.พัทลุง,14.78675197
2021,2,2021,3,94,จ.ปัตตานี,14.16894344
2021,2,2021,3,95,จ.ยะลา,24.08986017
2021,2,2021,3,96,จ.นราธิวาส,19.45224344
2021,2,2021,4,10,กรุงเทพมหานคร,180.9579068
2021,2,2021,4,11,จ.สมุทรปราการ,179.0316775
2021,2,2021,4,12,จ.นนทบุรี,155.9791182
2021,2,2021,4,13,จ.ปทุมธานี,146.1319716
2021,2,2021,4,14,จ.พระนครศรีอยุธยา,108.8705822
2021,2,2021,4,15,จ.อ่างทอง,107.5601871
2021,2,2021,4,16,จ.ลพบุรี,139.2630641
2021,2,2021,4,17,จ.สิงห์บุรี,111.6713113
2021,2,2021,4,18,จ.ชัยนาท,86.01858437
2021,2,2021,4,19,จ.สระบุรี,119.3969107
2021,2,2021,4,20,จ.ชลบุรี,81.7769099
2021,2,2021,4,21,จ.ระยอง,106.5389741
2021,2,2021,4,22,จ.จันทบุรี,155.4703468
2021,2,2021,4,23,จ.ตราด,191.0779941
2021,2,2021,4,24,จ.ฉะเชิงเทรา,104.3953582
2021,2,2021,4,25,จ.ปราจีนบุรี,90.82245534
2021,2,2021,4,26,จ.นครนายก,122.6142243
2021,2,2021,4,27,จ.สระแก้ว,115.6091438
2021,2,2021,4,30,จ.นครราชสีมา,93.56337301
2021,2,2021,4,31,จ.บุรีรัมย์,155.8492644
2021,2,2021,4,32,จ.สุรินทร์,167.9182115
2021,2,2021,4,33,จ.ศรีสะเกษ,122.13853
2021,2,2021,4,34,จ.อุบลราชธานี,149.120956
2021,2,2021,4,35,จ.ยโสธร,153.7518026
2021,2,2021,4,36,จ.ชัยภูมิ,141.4134205
2021,2,2021,4,37,จ.อำนาจเจริญ,163.1408447
2021,2,2021,4,38,จ.บึงกาฬ,115.5010963
2021,2,2021,4,39,จ.หนองบัวลำภู,125.078626
2021,2,2021,4,40,จ.ขอนแก่น,171.791802
2021,2,2021,4,41,จ.อุดรธานี,112.7401321
2021,2,2021,4,42,จ.เลย,122.7873348
2021,2,2021,4,43,จ.หนองคาย,87.40360563
2021,2,2021,4,44,จ.มหาสารคาม,163.7129993
2021,2,2021,4,45,จ.ร้อยเอ็ด,152.8846355
2021,2,2021,4,46,จ.กาฬสินธุ์,158.765725
2021,2,2021,4,47,จ.สกลนคร,134.7753395
2021,2,2021,4,48,จ.นครพนม,140.2539434
2021,2,2021,4,49,จ.มุกดาหาร,199.0329396
2021,2,2021,4,50,จ.เชียงใหม่,92.12292675
2021,2,2021,4,51,จ.ลำพูน,81.33707418
2021,2,2021,4,52,จ.ลำปาง,85.12389954
2021,2,2021,4,53,จ.อุตรดิตถ์,114.3522835
2021,2,2021,4,54,จ.แพร่,115.0503071
2021,2,2021,4,55,จ.น่าน,137.7318778
2021,2,2021,4,56,จ.พะเยา,90.10871389
2021,2,2021,4,57,จ.เชียงราย,86.81264979
2021,2,2021,4,58,จ.แม่ฮ่องสอน,93.50250661
2021,2,2021,4,60,จ.นครสวรรค์,130.8958563
2021,2,2021,4,61,จ.อุทัยธานี,114.3630637
2021,2,2021,4,62,จ.กำแพงเพชร,121.3215249
2021,2,2021,4,63,จ.ตาก,98.24085835
2021,2,2021,4,64,จ.สุโขทัย,108.124407
2021,2,2021,4,65,จ.พิษณุโลก,150.7533508
2021,2,2021,4,66,จ.พิจิตร,125.2116712
2021,2,2021,4,67,จ.เพชรบูรณ์,148.1032418
2021,2,2021,4,70,จ.ราชบุรี,108.9147761
2021,2,2021,4,71,จ.กาญจนบุรี,114.0362664
2021,2,2021,4,72,จ.สุพรรณบุรี,97.60566289
2021,2,2021,4,73,จ.นครปฐม,101.5434656
2021,2,2021,4,74,จ.สมุทรสาคร,165.9567498
2021,2,2021,4,75,จ.สมุทรสงคราม,129.0907826
2021,2,2021,4,76,จ.เพชรบุรี,97.0746672
2021,2,2021,4,77,จ.ประจวบคีรีขันธ์,90.25512564
2021,2,2021,4,80,จ.นครศรีธรรมราช,141.2681944
2021,2,2021,4,81,จ.กระบี่,263.11052
2021,2,2021,4,82,จ.พังงา,267.939502
2021,2,2021,4,83,จ.ภูเก็ต,224.7747511
2021,2,2021,4,84,จ.สุราษฎร์ธานี,197.0641336
2021,2,2021,4,85,จ.ระนอง,216.1144154
2021,2,2021,4,86,จ.ชุมพร,136.4448131
2021,2,2021,4,90,จ.สงขลา,208.9135085
2021,2,2021,4,91,จ.สตูล,359.9131438
2021,2,2021,4,92,จ.ตรัง,326.1967895
2021,2,2021,4,93,จ.พัทลุง,191.4419367
2021,2,2021,4,94,จ.ปัตตานี,166.1413733
2021,2,2021,4,95,จ.ยะลา,220.500384
2021,2,2021,4,96,จ.นราธิวาส,134.0904831
2021,2,2021,5,10,กรุงเทพมหานคร,252.3649501
2021,2,2021,5,11,จ.สมุทรปราการ,215.2831257
2021,2,2021,5,12,จ.นนทบุรี,250.1700561
2021,2,2021,5,13,จ.ปทุมธานี,255.2906783
2021,2,2021,5,14,จ.พระนครศรีอยุธยา,195.6335446
2021,2,2021,5,15,จ.อ่างทอง,152.037793
2021,2,2021,5,16,จ.ลพบุรี,195.0714576
2021,2,2021,5,17,จ.สิงห์บุรี,145.3417293
2021,2,2021,5,18,จ.ชัยนาท,119.7096248
2021,2,2021,5,19,จ.สระบุรี,231.0735083
2021,2,2021,5,20,จ.ชลบุรี,208.3373733
2021,2,2021,5,21,จ.ระยอง,230.3948968
2021,2,2021,5,22,จ.จันทบุรี,319.8726604
2021,2,2021,5,23,จ.ตราด,349.974071
2021,2,2021,5,24,จ.ฉะเชิงเทรา,222.0723905
2021,2,2021,5,25,จ.ปราจีนบุรี,267.4782187
2021,2,2021,5,26,จ.นครนายก,269.0517244
2021,2,2021,5,27,จ.สระแก้ว,167.7596018
2021,2,2021,5,30,จ.นครราชสีมา,195.3581493
2021,2,2021,5,31,จ.บุรีรัมย์,218.4243631
2021,2,2021,5,32,จ.สุรินทร์,205.546599
2021,2,2021,5,33,จ.ศรีสะเกษ,165.6149248
2021,2,2021,5,34,จ.อุบลราชธานี,147.3761316
2021,2,2021,5,35,จ.ยโสธร,153.7265597
2021,2,2021,5,36,จ.ชัยภูมิ,140.8756698
2021,2,2021,5,37,จ.อำนาจเจริญ,150.2600291
2021,2,2021,5,38,จ.บึงกาฬ,149.8070349
2021,2,2021,5,39,จ.หนองบัวลำภู,104.789428
2021,2,2021,5,40,จ.ขอนแก่น,116.5316385
2021,2,2021,5,41,จ.อุดรธานี,126.9309527
2021,2,2021,5,42,จ.เลย,89.33711034
2021,2,2021,5,43,จ.หนองคาย,140.050475
2021,2,2021,5,44,จ.มหาสารคาม,156.0732344
2021,2,2021,5,45,จ.ร้อยเอ็ด,162.6703009
2021,2,2021,5,46,จ.กาฬสินธุ์,143.8255915
2021,2,2021,5,47,จ.สกลนคร,134.072679
2021,2,2021,5,48,จ.นครพนม,163.6605114
2021,2,2021,5,49,จ.มุกดาหาร,152.3473693
2021,2,2021,5,50,จ.เชียงใหม่,124.622863
2021,2,2021,5,51,จ.ลำพูน,127.5787774
2021,2,2021,5,52,จ.ลำปาง,109.2783201
2021,2,2021,5,53,จ.อุตรดิตถ์,82.46292529
2021,2,2021,5,54,จ.แพร่,63.71264271
2021,2,2021,5,55,จ.น่าน,74.77606476
2021,2,2021,5,56,จ.พะเยา,101.9633828
2021,2,2021,5,57,จ.เชียงราย,150.7382767
2021,2,2021,5,58,จ.แม่ฮ่องสอน,158.1669972
2021,2,2021,5,60,จ.นครสวรรค์,153.342501
2021,2,2021,5,61,จ.อุทัยธานี,149.3470148
2021,2,2021,5,62,จ.กำแพงเพชร,213.9842236
2021,2,2021,5,63,จ.ตาก,170.0066471
2021,2,2021,5,64,จ.สุโขทัย,145.5925574
2021,2,2021,5,65,จ.พิษณุโลก,157.6122798
2021,2,2021,5,66,จ.พิจิตร,193.1929123
2021,2,2021,5,67,จ.เพชรบูรณ์,122.1448521
2021,2,2021,5,70,จ.ราชบุรี,162.7005033
2021,2,2021,5,71,จ.กาญจนบุรี,146.9544021
2021,2,2021,5,72,จ.สุพรรณบุรี,125.6466578
2021,2,2021,5,73,จ.นครปฐม,200.269402
2021,2,2021,5,74,จ.สมุทรสาคร,212.2431257
2021,2,2021,5,75,จ.สมุทรสงคราม,168.288
2021,2,2021,5,76,จ.เพชรบุรี,121.21
2021,2,2021,5,77,จ.ประจวบคีรีขันธ์,127.4794223
2021,2,2021,5,80,จ.นครศรีธรรมราช,142.0590054
2021,2,2021,5,81,จ.กระบี่,123.613004
2021,2,2021,5,82,จ.พังงา,260.7060068
2021,2,2021,5,83,จ.ภูเก็ต,158.1814478
2021,2,2021,5,84,จ.สุราษฎร์ธานี,172.9760505
2021,2,2021,5,85,จ.ระนอง,257.1075793
2021,2,2021,5,86,จ.ชุมพร,171.5713342
2021,2,2021,5,90,จ.สงขลา,152.6363493
2021,2,2021,5,91,จ.สตูล,185.9253524
2021,2,2021,5,92,จ.ตรัง,165.3999009
2021,2,2021,5,93,จ.พัทลุง,124.294654
2021,2,2021,5,94,จ.ปัตตานี,107.2581294
2021,2,2021,5,95,จ.ยะลา,124.7309186
2021,2,2021,5,96,จ.นราธิวาส,119.2084825
2021,2,2021,6,10,กรุงเทพมหานคร,175.4376013
2021,2,2021,6,11,จ.สมุทรปราการ,166.2670142
2021,2,2021,6,12,จ.นนทบุรี,177.8391559
2021,2,2021,6,13,จ.ปทุมธานี,199.1681625
2021,2,2021,6,14,จ.พระนครศรีอยุธยา,175.1900143
2021,2,2021,6,15,จ.อ่างทอง,147.2400998
2021,2,2021,6,16,จ.ลพบุรี,146.193591
2021,2,2021,6,17,จ.สิงห์บุรี,154.7486598
2021,2,2021,6,18,จ.ชัยนาท,151.3547317
2021,2,2021,6,19,จ.สระบุรี,155.7067779
